index,type,name,count,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,L22,L23,L24,L25,L26,L27,L28,L29,L30,L31,L32,L33,L34,L35,L36,L37,L38,L39,L40,L41,L42,L43,L44,L45,L46,L47,L48,L49,L50,L51,L52,L53,L54,L55,L56,L57,L58,L59,L60,L61,L62,L63,L64,L65,L66,L67,L68,L69,L70,L71,L72,L73,L74,L75,L76,L77,L78,L79,L80,L81,L82,L83,L84,L85,L86,L87,L88,L89,L90,L91,L92,L93,L94,L95,L96,L97,L98,L99,L100,L101,L102,L103,L104,L105,L106,L107,L108,L109,L110,L111,L112,L113,L114,L115,L116,L117,L118,L119,L120,L121,L122,L123,L124,L125,L126,L127,L128,L129,L130,L131,L132,L133,L134,L135,L136,L137,L138,L139,L140,L141,L142,L143,L144,L145,L146,L147,L148,L149,L150,L151,L152,L153,L154,L155,L156,L157,L158,L159,L160,L161,L162,L163,L164,L165,L166,L167,L168,L169,L170,L171,L172,L173,L174,L175,L176,L177,L178,L179,L180,L181,L182,L183,L184,L185,L186,L187,L188,L189,L190,L191,L192,L193,L194,L195,L196,L197,L198,L199,L200,split
610,pull_up,stu7_42.mp4,29.0,85.0,115.0,115.0,144.0,144.0,172.0,172.0,204.0,204.0,233.0,233.0,264.0,264.0,296.0,296.0,327.0,327.0,361.0,361.0,392.0,392.0,424.0,424.0,458.0,459.0,495.0,496.0,528.0,528.0,565.0,565.0,602.0,602.0,641.0,642.0,678.0,680.0,718.0,718.0,763.0,789.0,846.0,859.0,922.0,946.0,1002.0,1009.0,1078.0,1083.0,1164.0,1172.0,1249.0,1277.0,1341.0,1350.0,1433.0,1523.0,1599.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
611,squat,stu2_71.mp4,14.0,274.0,319.0,320.0,362.0,362.0,405.0,405.0,447.0,448.0,492.0,492.0,537.0,538.0,578.0,578.0,623.0,624.0,667.0,667.0,711.0,711.0,753.0,753.0,800.0,800.0,843.0,844.0,889.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
612,sit_up,train3367.mp4,5.0,13.0,66.0,66.0,118.0,118.0,173.0,173.0,228.0,228.0,288.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
613,pull_up,train2477.mp4,9.0,5.0,39.0,39.0,66.0,66.0,100.0,100.0,136.0,136.0,165.0,165.0,200.0,200.0,234.0,234.0,261.0,261.0,299.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
614,squat,train3932.mp4,2.0,0.0,175.0,175.0,299.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
615,squat,stu9_65.mp4,24.0,88.0,140.0,140.0,196.0,196.0,263.0,263.0,332.0,332.0,401.0,401.0,466.0,466.0,537.0,537.0,605.0,605.0,658.0,658.0,723.0,723.0,782.0,782.0,855.0,855.0,924.0,924.0,990.0,990.0,1052.0,1052.0,1117.0,1117.0,1178.0,1178.0,1246.0,1246.0,1317.0,1317.0,1383.0,1383.0,1448.0,1448.0,1521.0,1521.0,1583.0,1583.0,1647.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
616,jump_jacks,stu4_16.mp4,34.0,99.0,129.0,129.0,157.0,157.0,177.0,177.0,203.0,203.0,229.0,229.0,252.0,252.0,278.0,278.0,303.0,303.0,329.0,329.0,353.0,353.0,377.0,377.0,404.0,699.0,727.0,727.0,750.0,750.0,777.0,778.0,800.0,801.0,826.0,826.0,853.0,853.0,879.0,879.0,900.0,901.0,927.0,927.0,954.0,954.0,980.0,981.0,1004.0,1324.0,1351.0,1351.0,1378.0,1378.0,1404.0,1404.0,1428.0,1429.0,1456.0,1457.0,1479.0,1479.0,1505.0,1506.0,1531.0,1531.0,1554.0,1554.0,1579.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
617,push_up,stu7_50.mp4,46.0,381.0,412.0,412.0,435.0,435.0,457.0,457.0,476.0,476.0,496.0,497.0,514.0,515.0,534.0,536.0,554.0,555.0,573.0,574.0,592.0,593.0,611.0,612.0,631.0,632.0,651.0,653.0,670.0,671.0,688.0,689.0,709.0,710.0,727.0,727.0,746.0,747.0,767.0,768.0,786.0,787.0,805.0,805.0,824.0,825.0,843.0,843.0,863.0,864.0,882.0,882.0,901.0,901.0,918.0,918.0,939.0,940.0,957.0,958.0,977.0,977.0,996.0,998.0,1016.0,1017.0,1036.0,1036.0,1054.0,1054.0,1073.0,1074.0,1093.0,1093.0,1113.0,1114.0,1131.0,1133.0,1153.0,1154.0,1171.0,1172.0,1192.0,1192.0,1210.0,1210.0,1229.0,1230.0,1251.0,1251.0,1271.0,1272.0,1290.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
618,push_up,stu8_48.mp4,5.0,55.0,260.0,260.0,403.0,403.0,722.0,722.0,1042.0,1042.0,1360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
619,push_up,stu3_51.mp4,27.0,7.0,39.0,39.0,68.0,68.0,101.0,101.0,137.0,137.0,185.0,263.0,327.0,327.0,366.0,366.0,425.0,425.0,526.0,526.0,577.0,577.0,630.0,630.0,673.0,673.0,707.0,707.0,745.0,745.0,782.0,782.0,823.0,870.0,910.0,910.0,948.0,948.0,986.0,986.0,1024.0,1024.0,1079.0,1151.0,1215.0,1215.0,1248.0,1248.0,1282.0,1282.0,1319.0,1319.0,1352.0,1352.0,1385.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
620,pull_up,stu7_44.mp4,10.0,39.0,86.0,86.0,124.0,124.0,158.0,158.0,196.0,196.0,238.0,238.0,276.0,277.0,317.0,317.0,357.0,357.0,399.0,399.0,468.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
621,front_raise,stu8_19.mp4,9.0,45.0,86.0,86.0,120.0,120.0,154.0,154.0,187.0,187.0,224.0,224.0,256.0,256.0,291.0,291.0,322.0,322.0,351.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
622,squat,stu5_67.mp4,16.0,194.0,240.0,240.0,282.0,282.0,329.0,329.0,377.0,377.0,424.0,424.0,477.0,478.0,523.0,523.0,570.0,570.0,617.0,617.0,668.0,738.0,780.0,780.0,827.0,827.0,875.0,875.0,921.0,921.0,966.0,966.0,1014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
623,jump_jacks,stu7_32.mp4,10.0,0.0,25.0,25.0,64.0,647.0,676.0,676.0,705.0,706.0,734.0,1106.0,1136.0,1136.0,1164.0,1164.0,1193.0,1193.0,1221.0,1221.0,1255.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
624,push_up,stu6_37.mp4,3.0,278.0,384.0,463.0,542.0,772.0,883.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
625,squat,test2331.mp4,2.0,1.0,73.0,73.0,179.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
626,bench_pressing,stu7_5.mp4,10.0,25.0,146.0,146.0,262.0,273.0,380.0,386.0,550.0,550.0,657.0,1090.0,1278.0,1283.0,1405.0,1407.0,1538.0,1539.0,1661.0,1667.0,1778.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
627,bench_pressing,stu7_9.mp4,10.0,76.0,167.0,167.0,227.0,227.0,292.0,293.0,355.0,355.0,420.0,420.0,484.0,1462.0,1553.0,1555.0,1637.0,1638.0,1717.0,1719.0,1797.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
628,push_up,stu1_48.mp4,111.0,80.0,93.0,93.0,105.0,105.0,114.0,114.0,124.0,124.0,134.0,134.0,145.0,145.0,157.0,157.0,167.0,167.0,176.0,176.0,186.0,186.0,201.0,201.0,213.0,213.0,223.0,223.0,234.0,234.0,244.0,244.0,254.0,254.0,264.0,264.0,273.0,273.0,282.0,282.0,293.0,293.0,306.0,306.0,317.0,317.0,327.0,327.0,337.0,337.0,346.0,346.0,356.0,356.0,367.0,367.0,377.0,377.0,388.0,388.0,398.0,398.0,408.0,408.0,418.0,418.0,430.0,430.0,440.0,440.0,451.0,451.0,460.0,460.0,471.0,471.0,481.0,481.0,492.0,492.0,503.0,503.0,512.0,512.0,522.0,522.0,531.0,531.0,542.0,542.0,554.0,554.0,565.0,565.0,577.0,577.0,587.0,587.0,598.0,598.0,608.0,608.0,619.0,619.0,630.0,630.0,639.0,639.0,650.0,650.0,659.0,659.0,669.0,669.0,679.0,679.0,689.0,689.0,700.0,700.0,712.0,712.0,724.0,724.0,734.0,734.0,744.0,744.0,755.0,755.0,765.0,765.0,775.0,775.0,786.0,786.0,796.0,796.0,806.0,806.0,816.0,816.0,827.0,827.0,838.0,838.0,846.0,846.0,857.0,857.0,868.0,868.0,878.0,878.0,889.0,889.0,899.0,899.0,911.0,911.0,921.0,921.0,933.0,933.0,944.0,944.0,953.0,953.0,964.0,964.0,976.0,976.0,986.0,986.0,997.0,997.0,1008.0,1008.0,1018.0,1018.0,1028.0,1028.0,1039.0,1039.0,1048.0,1048.0,1058.0,1058.0,1070.0,1070.0,1082.0,1082.0,1095.0,1095.0,1105.0,1105.0,1116.0,1116.0,1125.0,1125.0,1135.0,train
629,push_up,stu4_49.mp4,8.0,228.0,294.0,296.0,369.0,380.0,450.0,464.0,531.0,543.0,617.0,636.0,704.0,722.0,791.0,809.0,879.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
631,jump_jacks,stu10_26.mp4,33.0,52.0,90.0,90.0,124.0,125.0,159.0,159.0,192.0,192.0,227.0,227.0,263.0,263.0,298.0,298.0,333.0,333.0,369.0,369.0,401.0,402.0,439.0,439.0,475.0,475.0,511.0,511.0,548.0,548.0,583.0,583.0,619.0,619.0,654.0,654.0,690.0,690.0,719.0,719.0,756.0,757.0,793.0,793.0,833.0,833.0,865.0,865.0,903.0,903.0,938.0,938.0,972.0,972.0,1008.0,1008.0,1043.0,1043.0,1078.0,1078.0,1114.0,1114.0,1149.0,1149.0,1183.0,1183.0,1218.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
632,pull_up,stu9_37.mp4,15.0,92.0,178.0,178.0,271.0,271.0,359.0,359.0,439.0,439.0,524.0,524.0,615.0,616.0,707.0,707.0,806.0,806.0,900.0,900.0,990.0,990.0,1072.0,1072.0,1155.0,1155.0,1233.0,1233.0,1324.0,1324.0,1437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
633,bench_pressing,stu3_4.mp4,4.0,32.0,94.0,94.0,138.0,138.0,188.0,188.0,242.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
634,push_up,val914.mp4,2.0,0.0,22.0,23.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
635,squat,stu6_66.mp4,21.0,112.0,201.0,206.0,265.0,269.0,315.0,317.0,359.0,360.0,411.0,413.0,467.0,468.0,514.0,514.0,557.0,560.0,608.0,611.0,664.0,750.0,818.0,826.0,899.0,904.0,974.0,979.0,1045.0,1049.0,1108.0,1110.0,1176.0,1178.0,1238.0,1240.0,1309.0,1314.0,1384.0,1385.0,1447.0,1449.0,1512.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
636,jump_jacks,stu3_19.mp4,5.0,1.0,111.0,111.0,224.0,224.0,337.0,337.0,451.0,451.0,559.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
637,bench_pressing,test142.mp4,2.0,5.0,93.0,93.0,243.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
638,pull_up,stu6_31.mp4,20.0,30.0,65.0,65.0,95.0,95.0,123.0,123.0,158.0,159.0,186.0,186.0,217.0,218.0,252.0,252.0,283.0,283.0,314.0,315.0,343.0,343.0,374.0,374.0,406.0,406.0,436.0,436.0,473.0,474.0,503.0,503.0,536.0,536.0,568.0,568.0,600.0,600.0,636.0,636.0,672.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
639,front_raise,stu9_15.mp4,3.0,0.0,184.0,184.0,362.0,363.0,529.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
640,front_raise,test587.mp4,3.0,7.0,115.0,115.0,217.0,217.0,299.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
641,bench_pressing,train168.mp4,4.0,14.0,37.0,37.0,61.0,61.0,89.0,89.0,124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
642,bench_pressing,stu7_12.mp4,15.0,30.0,100.0,102.0,161.0,164.0,231.0,232.0,289.0,292.0,365.0,530.0,598.0,599.0,647.0,647.0,696.0,697.0,761.0,762.0,812.0,943.0,1015.0,1016.0,1064.0,1064.0,1109.0,1172.0,1232.0,1234.0,1305.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
643,battle_rope,stu4_1.mp4,14.0,41.0,51.0,55.0,66.0,71.0,82.0,84.0,96.0,100.0,112.0,115.0,127.0,131.0,142.0,145.0,156.0,159.0,171.0,179.0,191.0,192.0,201.0,201.0,213.0,214.0,226.0,226.0,237.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
644,jump_jacks,train1604.mp4,10.0,2.0,17.0,18.0,41.0,42.0,64.0,65.0,87.0,87.0,110.0,111.0,134.0,134.0,157.0,158.0,180.0,182.0,202.0,205.0,226.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
645,jump_jacks,stu10_29.mp4,34.0,9.0,41.0,41.0,74.0,74.0,108.0,108.0,138.0,138.0,170.0,170.0,203.0,203.0,236.0,236.0,268.0,268.0,301.0,301.0,333.0,333.0,367.0,367.0,400.0,400.0,433.0,434.0,466.0,466.0,502.0,502.0,534.0,534.0,568.0,568.0,602.0,602.0,635.0,635.0,668.0,668.0,702.0,702.0,737.0,737.0,771.0,771.0,804.0,804.0,837.0,838.0,871.0,871.0,903.0,903.0,938.0,939.0,972.0,972.0,1006.0,1006.0,1040.0,1041.0,1073.0,1073.0,1107.0,1108.0,1142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
646,front_raise,stu3_12.mp4,2.0,155.0,389.0,389.0,548.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
647,front_raise,stu4_8.mp4,3.0,40.0,134.0,137.0,271.0,304.0,424.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
648,squat,stu10_68.mp4,20.0,121.0,208.0,208.0,273.0,273.0,342.0,343.0,419.0,419.0,491.0,492.0,568.0,569.0,642.0,643.0,709.0,709.0,779.0,779.0,856.0,856.0,930.0,930.0,1018.0,1019.0,1100.0,1100.0,1176.0,1176.0,1250.0,1250.0,1332.0,1332.0,1406.0,1407.0,1478.0,1479.0,1549.0,1549.0,1632.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
649,jump_jacks,train1715.mp4,10.0,1.0,29.0,31.0,60.0,61.0,85.0,87.0,111.0,113.0,142.0,143.0,173.0,175.0,199.0,201.0,227.0,228.0,254.0,255.0,281.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
650,bench_pressing,stu9_11.mp4,15.0,368.0,430.0,431.0,474.0,474.0,525.0,525.0,583.0,583.0,640.0,814.0,871.0,871.0,923.0,924.0,971.0,971.0,1023.0,1023.0,1082.0,1335.0,1388.0,1388.0,1434.0,1434.0,1484.0,1484.0,1533.0,1533.0,1591.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
651,push_up,stu1_44.mp4,6.0,172.0,236.0,236.0,303.0,303.0,396.0,396.0,478.0,478.0,557.0,557.0,638.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
